0,SyntaxError,"unexpected EOF while parsing (<ipython-input-4-a8ebea7712bc>, line 18)",0,,2023-06-16 10:14:01.684295,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 101)]","['Traceback (most recent call last):', '  File ""C:\\Users\\odilo\\anaconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3031, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""C:\\Users\\odilo\\anaconda3\\lib\\site-packages\\IPython\\core\\compilerop.py"", line 101, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""<ipython-input-4-a8ebea7712bc>"", line 18', '    .scatter(0)', '              ^', 'SyntaxError: unexpected EOF while parsing']"
1,RuntimeError,Malformed test file: does not define the global variable 'OK_FORMAT',0,,2025-12-18 22:15:33.319692,"[('grader.check(""q2_1"")', 1), ('raise e', 242)]","['Traceback (most recent call last):', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 3550, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""/tmp/ipykernel_2677306/2317038628.py"", line 1, in <module>', '    grader.check(""q2_1"")', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/utils.py"", line 242, in event_logger', '    raise e', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/utils.py"", line 238, in event_logger', '    ret: Optional[LoggedEventReturnValue[T]] = wrapped(*args, **kwargs)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/notebook.py"", line 287, in check', '    result = Checker.check(test_path, self._nbmeta_config, test_name, global_env)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/execute/checker.py"", line 80, in check', '    test = create_test_file(nb_or_test_path, nbmeta_config, test_name=test_name)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/test_files/__init__.py"", line 72, in create_test_file', '    raise RuntimeError(', ""RuntimeError: Malformed test file: does not define the global variable 'OK_FORMAT'""]"
2,RuntimeError,Malformed test file: does not define the global variable 'OK_FORMAT',0,,2025-12-18 22:15:41.234610,"[('grader.check(""q2_2"")', 1), ('raise e', 242)]","['Traceback (most recent call last):', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 3550, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""/tmp/ipykernel_2677306/3794461538.py"", line 1, in <module>', '    grader.check(""q2_2"")', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/utils.py"", line 242, in event_logger', '    raise e', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/utils.py"", line 238, in event_logger', '    ret: Optional[LoggedEventReturnValue[T]] = wrapped(*args, **kwargs)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/notebook.py"", line 287, in check', '    result = Checker.check(test_path, self._nbmeta_config, test_name, global_env)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/execute/checker.py"", line 80, in check', '    test = create_test_file(nb_or_test_path, nbmeta_config, test_name=test_name)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/test_files/__init__.py"", line 72, in create_test_file', '    raise RuntimeError(', ""RuntimeError: Malformed test file: does not define the global variable 'OK_FORMAT'""]"
3,SyntaxError,"cannot assign to literal (2912417615.py, line 1)",0,,2025-12-18 22:15:44.168750,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 86)]","['Traceback (most recent call last):', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 3280, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 86, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_2677306/2912417615.py"", line 1', '    4 = 2 + 2', '    ^', 'SyntaxError: cannot assign to literal']"
4,RuntimeError,Malformed test file: does not define the global variable 'OK_FORMAT',0,,2025-12-18 22:15:45.534006,"[('grader.check(""q3_1"")', 1), ('raise e', 242)]","['Traceback (most recent call last):', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 3550, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""/tmp/ipykernel_2677306/2766578211.py"", line 1, in <module>', '    grader.check(""q3_1"")', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/utils.py"", line 242, in event_logger', '    raise e', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/utils.py"", line 238, in event_logger', '    ret: Optional[LoggedEventReturnValue[T]] = wrapped(*args, **kwargs)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/notebook.py"", line 287, in check', '    result = Checker.check(test_path, self._nbmeta_config, test_name, global_env)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/execute/checker.py"", line 80, in check', '    test = create_test_file(nb_or_test_path, nbmeta_config, test_name=test_name)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/test_files/__init__.py"", line 72, in create_test_file', '    raise RuntimeError(', ""RuntimeError: Malformed test file: does not define the global variable 'OK_FORMAT'""]"
5,SyntaxError,"invalid syntax (3853341378.py, line 2)",0,,2025-12-18 22:15:46.329167,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 86)]","['Traceback (most recent call last):', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 3280, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/IPython/core/compilerop.py"", line 86, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""/tmp/ipykernel_2677306/3853341378.py"", line 2', '    six = two plus two', '              ^', 'SyntaxError: invalid syntax']"
6,RuntimeError,Malformed test file: does not define the global variable 'OK_FORMAT',0,,2025-12-18 22:15:50.181888,"[('grader.check(""q3_2"")', 1), ('raise e', 242)]","['Traceback (most recent call last):', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 3550, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""/tmp/ipykernel_2677306/3258363462.py"", line 1, in <module>', '    grader.check(""q3_2"")', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/utils.py"", line 242, in event_logger', '    raise e', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/utils.py"", line 238, in event_logger', '    ret: Optional[LoggedEventReturnValue[T]] = wrapped(*args, **kwargs)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/notebook.py"", line 287, in check', '    result = Checker.check(test_path, self._nbmeta_config, test_name, global_env)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/execute/checker.py"", line 80, in check', '    test = create_test_file(nb_or_test_path, nbmeta_config, test_name=test_name)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/test_files/__init__.py"", line 72, in create_test_file', '    raise RuntimeError(', ""RuntimeError: Malformed test file: does not define the global variable 'OK_FORMAT'""]"
7,RuntimeError,Malformed test file: does not define the global variable 'OK_FORMAT',0,,2025-12-18 22:15:52.391924,"[('grader.check(""q3_3"")', 1), ('raise e', 242)]","['Traceback (most recent call last):', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 3550, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""/tmp/ipykernel_2677306/2281277299.py"", line 1, in <module>', '    grader.check(""q3_3"")', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/utils.py"", line 242, in event_logger', '    raise e', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/utils.py"", line 238, in event_logger', '    ret: Optional[LoggedEventReturnValue[T]] = wrapped(*args, **kwargs)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/notebook.py"", line 287, in check', '    result = Checker.check(test_path, self._nbmeta_config, test_name, global_env)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/execute/checker.py"", line 80, in check', '    test = create_test_file(nb_or_test_path, nbmeta_config, test_name=test_name)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/test_files/__init__.py"", line 72, in create_test_file', '    raise RuntimeError(', ""RuntimeError: Malformed test file: does not define the global variable 'OK_FORMAT'""]"
8,RuntimeError,Malformed test file: does not define the global variable 'OK_FORMAT',0,,2025-12-18 22:15:54.636273,"[('grader.check(""q4_1"")', 1), ('raise e', 242)]","['Traceback (most recent call last):', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 3550, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""/tmp/ipykernel_2677306/3326848545.py"", line 1, in <module>', '    grader.check(""q4_1"")', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/utils.py"", line 242, in event_logger', '    raise e', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/utils.py"", line 238, in event_logger', '    ret: Optional[LoggedEventReturnValue[T]] = wrapped(*args, **kwargs)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/notebook.py"", line 287, in check', '    result = Checker.check(test_path, self._nbmeta_config, test_name, global_env)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/execute/checker.py"", line 80, in check', '    test = create_test_file(nb_or_test_path, nbmeta_config, test_name=test_name)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/test_files/__init__.py"", line 72, in create_test_file', '    raise RuntimeError(', ""RuntimeError: Malformed test file: does not define the global variable 'OK_FORMAT'""]"
9,RuntimeError,Malformed test file: does not define the global variable 'OK_FORMAT',0,,2025-12-18 22:15:55.996335,"[('grader.check(""q4_2"")', 1), ('raise e', 242)]","['Traceback (most recent call last):', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/IPython/core/interactiveshell.py"", line 3550, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""/tmp/ipykernel_2677306/894560666.py"", line 1, in <module>', '    grader.check(""q4_2"")', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/utils.py"", line 242, in event_logger', '    raise e', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/utils.py"", line 238, in event_logger', '    ret: Optional[LoggedEventReturnValue[T]] = wrapped(*args, **kwargs)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/check/notebook.py"", line 287, in check', '    result = Checker.check(test_path, self._nbmeta_config, test_name, global_env)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/execute/checker.py"", line 80, in check', '    test = create_test_file(nb_or_test_path, nbmeta_config, test_name=test_name)', '  File ""/home/jupyter-pbanwart/.local/lib/python3.9/site-packages/otter/test_files/__init__.py"", line 72, in create_test_file', '    raise RuntimeError(', ""RuntimeError: Malformed test file: does not define the global variable 'OK_FORMAT'""]"
